tourney;round;winner;loser;winnersets;losersets
brisbane;Finals;Grigor Dimitrov;Kei Nishikori;2;1
brisbane;Semi-Finals;Grigor Dimitrov;Milos Raonic;2;0
brisbane;Semi-Finals;Kei Nishikori;Stan Wawrinka;2;0
brisbane;Quarter-Finals;Milos Raonic;Rafael Nadal;2;1
brisbane;Quarter-Finals;Stan Wawrinka;Kyle Edmund;2;1
brisbane;Quarter-Finals;Kei Nishikori;Jordan Thompson;2;0
brisbane;Quarter-Finals;Grigor Dimitrov;Dominic Thiem;2;1
brisbane;Round of 16;Milos Raonic;Diego Schwartzman;2;0
brisbane;Round of 16;Stan Wawrinka;Viktor Troicki;2;0
brisbane;Round of 16;Kei Nishikori;Jared Donaldson;2;1
brisbane;Round of 16;Dominic Thiem;Sam Groth;2;0
brisbane;Round of 16;Rafael Nadal;Mischa Zverev;2;0
brisbane;Round of 16;Kyle Edmund;Lucas Pouille;2;0
brisbane;Round of 16;Grigor Dimitrov;Nicolas Mahut;2;0
brisbane;Round of 16;Jordan Thompson;David Ferrer;2;1
brisbane;Round of 32;Rafael Nadal;Alexandr Dolgopolov;2;0
brisbane;Round of 32;Lucas Pouille;Gilles Simon;2;0
brisbane;Round of 32;Grigor Dimitrov;Steve Johnson;2;0
brisbane;Round of 32;David Ferrer;Bernard Tomic;2;0
brisbane;Round of 32;Jared Donaldson;Gilles Muller;2;0
brisbane;Round of 32;Kyle Edmund;Ernesto Escobedo;2;0
brisbane;Round of 32;Sam Groth;Pierre-Hugues Herbert;2;1
brisbane;Round of 32;Nicolas Mahut;Stephane Robert;2;1
brisbane;Round of 32;Diego Schwartzman;Sam Querrey;2;0
brisbane;Round of 32;Jordan Thompson;Elias Ymer;2;0
brisbane;Round of 32;Viktor Troicki;Yoshihito Nishioka;2;0
brisbane;Round of 32;Mischa Zverev;Alex de Minaur;2;0
brisbane;2nd Round Qualifying;Yoshihito Nishioka;Tim Smyczek;2;0
brisbane;2nd Round Qualifying;Jared Donaldson;John-Patrick Smith;2;1
brisbane;2nd Round Qualifying;Alex de Minaur;Frances Tiafoe;2;1
brisbane;2nd Round Qualifying;Ernesto Escobedo;Ivan Dodig;2;1
brisbane;1st Round Qualifying;Alex de Minaur;Mikhail Kukushkin;2;0
brisbane;1st Round Qualifying;Ivan Dodig;Ryan Harrison;2;1
brisbane;1st Round Qualifying;Yoshihito Nishioka;Go Soeda;2;1
brisbane;1st Round Qualifying;Jared Donaldson;Rajeev Ram;2;0
brisbane;1st Round Qualifying;Frances Tiafoe;Andrew Whittington;2;0
brisbane;1st Round Qualifying;Tim Smyczek;Bjorn Fratangelo;2;1
brisbane;1st Round Qualifying;John-Patrick Smith;Stefan Kozlov;2;0
brisbane;1st Round Qualifying;Ernesto Escobedo;Tobias Kamke;2;0
sydney;Finals;Gilles Muller;Daniel Evans;2;0
sydney;Semi-Finals;Gilles Muller;Viktor Troicki;2;0
sydney;Semi-Finals;Daniel Evans;Andrey Kuznetsov;2;1
sydney;Quarter-Finals;Daniel Evans;Dominic Thiem;2;1
sydney;Quarter-Finals;Gilles Muller;Pablo Cuevas;2;0
sydney;Quarter-Finals;Viktor Troicki;Philipp Kohlschreiber;0;0
sydney;Quarter-Finals;Andrey Kuznetsov;Pablo Carreno Busta;2;1
sydney;Round of 16;Dominic Thiem;Gastao Elias;2;1
sydney;Round of 16;Pablo Cuevas;Nicolas Mahut;2;1
sydney;Round of 16;Viktor Troicki;Paolo Lorenzi;2;0
sydney;Round of 16;Pablo Carreno Busta;Mischa Zverev;2;1
sydney;Round of 16;Philipp Kohlschreiber;Jordan Thompson;2;0
sydney;Round of 16;Gilles Muller;Matthew Barton;2;1
sydney;Round of 16;Daniel Evans;Marcel Granollers;2;1
sydney;Round of 16;Andrey Kuznetsov;Alex de Minaur;1;0
sydney;Round of 32;Philipp Kohlschreiber;Fabio Fognini;2;0
sydney;Round of 32;Gilles Muller;Alexandr Dolgopolov;2;1
sydney;Round of 32;Andrey Kuznetsov;Martin Klizan;2;1
sydney;Round of 32;Marcel Granollers;Santiago Giraldo;2;1
sydney;Round of 32;Matthew Barton;Kyle Edmund;2;0
sydney;Round of 32;Alex de Minaur;Benoit Paire;2;1
sydney;Round of 32;Gastao Elias;Christopher O'Connell;2;1
sydney;Round of 32;Daniel Evans;Thiago Monteiro;2;1
sydney;Round of 32;Paolo Lorenzi;Florian Mayer;2;1
sydney;Round of 32;Nicolas Mahut;Thomaz Bellucci;2;0
sydney;Round of 32;Jordan Thompson;Nikoloz Basilashvili;2;0
sydney;Round of 32;Mischa Zverev;Nicolas Almagro;2;0
sydney;2nd Round Qualifying;Gastao Elias;Nikoloz Basilashvili;2;0
sydney;2nd Round Qualifying;Thiago Monteiro;Santiago Giraldo;2;0
sydney;2nd Round Qualifying;Matthew Barton;Mathias Bourgue;2;0
sydney;2nd Round Qualifying;Christopher O'Connell;Enrique Lopez-Perez;2;0
sydney;1st Round Qualifying;Mathias Bourgue;Paul-Henri Mathieu;0;1
sydney;1st Round Qualifying;Christopher O'Connell;Illya Marchenko;2;0
sydney;1st Round Qualifying;Gastao Elias;Luca Vanni;2;1
sydney;1st Round Qualifying;Thiago Monteiro;Thomas Fabbiano;2;1
sydney;1st Round Qualifying;Matthew Barton;Mikhail Kukushkin;2;0
sydney;1st Round Qualifying;Santiago Giraldo;Andrew Whittington;2;0
sydney;1st Round Qualifying;Enrique Lopez-Perez;Dusan Lajovic;2;0
sydney;1st Round Qualifying;Nikoloz Basilashvili;Rogerio Dutra Silva;2;0
auckland;Finals;Jack Sock;Joao Sousa;2;1
auckland;Semi-Finals;Jack Sock;Steve Johnson;2;0
auckland;Semi-Finals;Joao Sousa;Marcos Baghdatis;2;0
auckland;Quarter-Finals;Steve Johnson;John Isner;2;1
auckland;Quarter-Finals;Jack Sock;Jeremy Chardy;2;1
auckland;Quarter-Finals;Marcos Baghdatis;Jiri Vesely;2;0
auckland;Quarter-Finals;Joao Sousa;Robin Haase;2;0
auckland;Round of 16;John Isner;Malek Jaziri;2;1
auckland;Round of 16;Robin Haase;David Ferrer;2;1
auckland;Round of 16;Jack Sock;Ryan Harrison;2;1
auckland;Round of 16;Jeremy Chardy;Feliciano Lopez;0;0
auckland;Round of 16;Steve Johnson;Yen-Hsun Lu;2;0
auckland;Round of 16;Marcos Baghdatis;Dustin Brown;2;1
auckland;Round of 16;Joao Sousa;Brydan Klein;2;0
auckland;Round of 16;Jiri Vesely;Rubin Statham;2;1
auckland;Round of 32;Joao Sousa;Albert Ramos-Vinolas;2;0
auckland;Round of 32;Feliciano Lopez;Michael Venus;2;1
auckland;Round of 32;Steve Johnson;Stephane Robert;2;0
auckland;Round of 32;Marcos Baghdatis;Adrian Mannarino;2;0
auckland;Round of 32;Dustin Brown;Michael Mmoh;2;1
auckland;Round of 32;Jeremy Chardy;Artem Sitak;2;0
auckland;Round of 32;Robin Haase;Finn Tearney;2;0
auckland;Round of 32;Ryan Harrison;Guillermo Garcia-Lopez;2;0
auckland;Round of 32;Malek Jaziri;Diego Schwartzman;2;0
auckland;Round of 32;Brydan Klein;Facundo Bagnis;2;1
auckland;Round of 32;Yen-Hsun Lu;Karen Khachanov;2;1
auckland;Round of 32;Jiri Vesely;Horacio Zeballos;2;0
auckland;2nd Round Qualifying;Ryan Harrison;Rubin Statham;2;0
auckland;2nd Round Qualifying;Brydan Klein;Steven Diez;2;1
auckland;2nd Round Qualifying;Michael Mmoh;Jerzy Janowicz;2;0
auckland;2nd Round Qualifying;Finn Tearney;Cameron Norrie;2;0
auckland;1st Round Qualifying;Ryan Harrison;Marcin Matkowski;2;0
auckland;1st Round Qualifying;Steven Diez;Treat Huey;2;0
auckland;1st Round Qualifying;Michael Mmoh;Greg Jones;2;0
auckland;1st Round Qualifying;Cameron Norrie;Marcelo Demoliner;2;0
auckland;1st Round Qualifying;Jerzy Janowicz;Krisjanis Stabins;2;0
auckland;1st Round Qualifying;Brydan Klein;Masato Shiga;2;0
auckland;1st Round Qualifying;Rubin Statham;Rhett Purcell;2;0
auckland;1st Round Qualifying;Finn Tearney;Aisam-Ul-Haq Qureshi;1;1
australian-open;Finals;Roger Federer;Rafael Nadal;3;2
australian-open;Semi-Finals;Roger Federer;Stan Wawrinka;3;2
australian-open;Semi-Finals;Rafael Nadal;Grigor Dimitrov;3;2
australian-open;Quarter-Finals;Rafael Nadal;Milos Raonic;3;0
australian-open;Quarter-Finals;Stan Wawrinka;Jo-Wilfried Tsonga;3;0
australian-open;Quarter-Finals;Grigor Dimitrov;David Goffin;3;0
australian-open;Quarter-Finals;Roger Federer;Mischa Zverev;3;0
australian-open;Round of 16;Mischa Zverev;Andy Murray;3;1
australian-open;Round of 16;Milos Raonic;Roberto Bautista Agut;3;1
australian-open;Round of 16;Stan Wawrinka;Andreas Seppi;3;0
australian-open;Round of 16;Roger Federer;Kei Nishikori;3;2
australian-open;Round of 16;Rafael Nadal;Gael Monfils;3;1
australian-open;Round of 16;David Goffin;Dominic Thiem;3;1
australian-open;Round of 16;Jo-Wilfried Tsonga;Daniel Evans;3;1
australian-open;Round of 16;Grigor Dimitrov;Denis Istomin;3;1
australian-open;Round of 32;Andy Murray;Sam Querrey;3;0
australian-open;Round of 32;Milos Raonic;Gilles Simon;3;1
australian-open;Round of 32;Stan Wawrinka;Viktor Troicki;3;1
australian-open;Round of 32;Kei Nishikori;Lukas Lacko;3;0
australian-open;Round of 32;Gael Monfils;Philipp Kohlschreiber;3;0
australian-open;Round of 32;Dominic Thiem;Benoit Paire;3;1
australian-open;Round of 32;Rafael Nadal;Alexander Zverev;3;2
australian-open;Round of 32;Roger Federer;Tomas Berdych;3;0
australian-open;Round of 32;David Goffin;Ivo Karlovic;3;0
australian-open;Round of 32;Jo-Wilfried Tsonga;Jack Sock;3;1
australian-open;Round of 32;Roberto Bautista Agut;David Ferrer;3;1
australian-open;Round of 32;Grigor Dimitrov;Richard Gasquet;3;0
australian-open;Round of 32;Daniel Evans;Bernard Tomic;3;0
australian-open;Round of 32;Denis Istomin;Pablo Carreno Busta;3;2
australian-open;Round of 32;Andreas Seppi;Steve Darcis;3;1
australian-open;Round of 32;Mischa Zverev;Malek Jaziri;3;1
australian-open;Round of 64;Andy Murray;Andrey Rublev;3;0
australian-open;Round of 64;Denis Istomin;Novak Djokovic;3;2
australian-open;Round of 64;Milos Raonic;Gilles Muller;3;0
australian-open;Round of 64;Stan Wawrinka;Steve Johnson;3;0
australian-open;Round of 64;Kei Nishikori;Jeremy Chardy;3;0
australian-open;Round of 64;Gael Monfils;Alexandr Dolgopolov;3;1
australian-open;Round of 64;Daniel Evans;Marin Cilic;3;1
australian-open;Round of 64;Dominic Thiem;Jordan Thompson;3;1
australian-open;Round of 64;Rafael Nadal;Marcos Baghdatis;3;0
australian-open;Round of 64;Tomas Berdych;Ryan Harrison;3;0
australian-open;Round of 64;David Goffin;Radek Stepanek;3;0
australian-open;Round of 64;Jo-Wilfried Tsonga;Dusan Lajovic;3;0
australian-open;Round of 64;Roberto Bautista Agut;Yoshihito Nishioka;3;0
australian-open;Round of 64;Andreas Seppi;Nick Kyrgios;3;2
australian-open;Round of 64;Grigor Dimitrov;Hyeon Chung;3;1
australian-open;Round of 64;Roger Federer;Noah Rubin;3;0
australian-open;Round of 64;Richard Gasquet;Carlos Berlocq;3;0
australian-open;Round of 64;Mischa Zverev;John Isner;3;2
australian-open;Round of 64;Ivo Karlovic;Andrew Whittington;3;0
australian-open;Round of 64;David Ferrer;Ernesto Escobedo;3;1
australian-open;Round of 64;Jack Sock;Karen Khachanov;3;0
australian-open;Round of 64;Alexander Zverev;Frances Tiafoe;3;0
australian-open;Round of 64;Gilles Simon;Rogerio Dutra Silva;3;0
australian-open;Round of 64;Bernard Tomic;Victor Estrella Burgos;3;1
australian-open;Round of 64;Viktor Troicki;Paolo Lorenzi;3;2
australian-open;Round of 64;Pablo Carreno Busta;Kyle Edmund;3;0
australian-open;Round of 64;Sam Querrey;Alex de Minaur;3;0
australian-open;Round of 64;Philipp Kohlschreiber;Donald Young;3;0
australian-open;Round of 64;Steve Darcis;Diego Schwartzman;3;1
australian-open;Round of 64;Malek Jaziri;Alexander Bublik;3;0
australian-open;Round of 64;Lukas Lacko;Dudi Sela;3;1
australian-open;Round of 64;Benoit Paire;Fabio Fognini;3;2
australian-open;Round of 128;Andy Murray;Illya Marchenko;3;0
australian-open;Round of 128;Novak Djokovic;Fernando Verdasco;3;0
australian-open;Round of 128;Milos Raonic;Dustin Brown;3;0
australian-open;Round of 128;Stan Wawrinka;Martin Klizan;3;2
australian-open;Round of 128;Kei Nishikori;Andrey Kuznetsov;3;2
australian-open;Round of 128;Gael Monfils;Jiri Vesely;3;0
australian-open;Round of 128;Marin Cilic;Jerzy Janowicz;3;2
australian-open;Round of 128;Dominic Thiem;Jan-Lennard Struff;3;1
australian-open;Round of 128;Rafael Nadal;Florian Mayer;3;0
australian-open;Round of 128;Tomas Berdych;Luca Vanni;1;0
australian-open;Round of 128;David Goffin;Reilly Opelka;3;2
australian-open;Round of 128;Jo-Wilfried Tsonga;Thiago Monteiro;3;1
australian-open;Round of 128;Roberto Bautista Agut;Guido Pella;3;0
australian-open;Round of 128;Nick Kyrgios;Gastao Elias;3;0
australian-open;Round of 128;Grigor Dimitrov;Christopher O'Connell;3;0
australian-open;Round of 128;Alexander Bublik;Lucas Pouille;3;1
australian-open;Round of 128;Roger Federer;Jurgen Melzer;3;1
australian-open;Round of 128;Richard Gasquet;Blake Mott;3;0
australian-open;Round of 128;John Isner;Konstantin Kravchuk;3;1
australian-open;Round of 128;Ivo Karlovic;Horacio Zeballos;2;2
australian-open;Round of 128;David Ferrer;Omar Jasika;3;0
australian-open;Round of 128;Diego Schwartzman;Pablo Cuevas;3;0
australian-open;Round of 128;Jack Sock;Pierre-Hugues Herbert;3;0
australian-open;Round of 128;Alexander Zverev;Robin Haase;3;2
australian-open;Round of 128;Gilles Simon;Michael Mmoh;3;0
australian-open;Round of 128;Lukas Lacko;Albert Ramos-Vinolas;3;2
australian-open;Round of 128;Bernard Tomic;Thomaz Bellucci;3;0
australian-open;Round of 128;Fabio Fognini;Feliciano Lopez;3;0
australian-open;Round of 128;Viktor Troicki;Damir Dzumhur;3;2
australian-open;Round of 128;Pablo Carreno Busta;Peter Polansky;3;2
australian-open;Round of 128;Sam Querrey;Quentin Halys;3;1
australian-open;Round of 128;Philipp Kohlschreiber;Nikoloz Basilashvili;3;1
australian-open;Round of 128;Marcos Baghdatis;Mikhail Youzhny;2;0
australian-open;Round of 128;Carlos Berlocq;Radu Albot;3;1
australian-open;Round of 128;Jeremy Chardy;Nicolas Almagro;1;0
australian-open;Round of 128;Hyeon Chung;Renzo Olivo;3;0
australian-open;Round of 128;Steve Darcis;Sam Groth;3;1
australian-open;Round of 128;Alex de Minaur;Gerald Melzer;3;2
australian-open;Round of 128;Alexandr Dolgopolov;Borna Coric;3;1
australian-open;Round of 128;Rogerio Dutra Silva;Jared Donaldson;3;2
australian-open;Round of 128;Kyle Edmund;Santiago Giraldo;3;0
australian-open;Round of 128;Ernesto Escobedo;Daniil Medvedev;3;1
australian-open;Round of 128;Victor Estrella Burgos;Aljaz Bedene;3;1
australian-open;Round of 128;Daniel Evans;Facundo Bagnis;3;0
australian-open;Round of 128;Ryan Harrison;Nicolas Mahut;3;0
australian-open;Round of 128;Denis Istomin;Ivan Dodig;3;1
australian-open;Round of 128;Malek Jaziri;Go Soeda;3;0
australian-open;Round of 128;Steve Johnson;Federico Delbonis;3;0
australian-open;Round of 128;Karen Khachanov;Adrian Mannarino;3;1
australian-open;Round of 128;Dusan Lajovic;Stephane Robert;3;0
australian-open;Round of 128;Paolo Lorenzi;James Duckworth;3;1
australian-open;Round of 128;Gilles Muller;Taylor Fritz;3;0
australian-open;Round of 128;Yoshihito Nishioka;Alex Bolt;3;1
australian-open;Round of 128;Benoit Paire;Tommy Haas;2;0
australian-open;Round of 128;Noah Rubin;Bjorn Fratangelo;3;2
australian-open;Round of 128;Andrey Rublev;Yen-Hsun Lu;3;1
australian-open;Round of 128;Dudi Sela;Marcel Granollers;3;1
australian-open;Round of 128;Andreas Seppi;Paul-Henri Mathieu;3;1
australian-open;Round of 128;Radek Stepanek;Dmitry Tursunov;3;0
australian-open;Round of 128;Jordan Thompson;Joao Sousa;3;2
australian-open;Round of 128;Frances Tiafoe;Mikhail Kukushkin;3;1
australian-open;Round of 128;Andrew Whittington;Adam Pavlasek;3;1
australian-open;Round of 128;Donald Young;Thomas Fabbiano;3;0
australian-open;Round of 128;Mischa Zverev;Guillermo Garcia-Lopez;3;0
australian-open;3rd Round Qualifying;Radek Stepanek;John-Patrick Smith;2;0
australian-open;3rd Round Qualifying;Frances Tiafoe;Tim Smyczek;2;1
australian-open;3rd Round Qualifying;Bjorn Fratangelo;Hiroki Moriya;2;1
australian-open;3rd Round Qualifying;Lukas Lacko;Denis Kudla;2;0
australian-open;3rd Round Qualifying;Noah Rubin;Evgeny Donskoy;2;0
australian-open;3rd Round Qualifying;Jurgen Melzer;Rajeev Ram;2;1
australian-open;3rd Round Qualifying;Ernesto Escobedo;Yuki Bhambri;2;1
australian-open;3rd Round Qualifying;Andrey Rublev;Peter Polansky;2;1
australian-open;3rd Round Qualifying;Alex Bolt;Julien Benneteau;2;0
australian-open;3rd Round Qualifying;Go Soeda;Marco Trungelliti;2;1
australian-open;3rd Round Qualifying;Thomas Fabbiano;Andre Ghem;2;0
australian-open;3rd Round Qualifying;Alexander Bublik;Duckhee Lee;2;1
australian-open;3rd Round Qualifying;Ivan Dodig;Di Wu;2;0
australian-open;3rd Round Qualifying;Blake Mott;James McGee;2;1
australian-open;3rd Round Qualifying;Reilly Opelka;Casper Ruud;2;0
australian-open;3rd Round Qualifying;Luca Vanni;Jan Satral;2;1
australian-open;2nd Round Qualifying;Radek Stepanek;Blaz Kavcic;2;1
australian-open;2nd Round Qualifying;Frances Tiafoe;Yannik Reuter;2;0
