id,datum_vaststelling_jaar,datum_vaststelling_maand,datum_vaststelling,opnameplaats_straat,aantal_passanten,aantal_overtredingen_roodlicht
10390,2010,201012,19/12/10,GROTESTEENWEG,7068,4
10393,2010,201012,19/12/10,NOORDERLAAN,9771,0
10396,2010,201012,19/12/10,SINT-MICHIELSKAAI,5060,4
10399,2010,201012,19/12/10,BINNENSINGEL,5158,2
10402,2010,201012,19/12/10,JAN_VAN_RIJSWIJCKLAAN,4216,0
10405,2010,201012,19/12/10,NOORDERSINGEL_(2140),9546,0
10408,2010,201012,19/12/10,RINGLAAN_(MERKSEM),1816,2
10411,2010,201012,19/12/10,JAN_VAN_RIJSWIJCKLAAN,6642,0
10414,2010,201012,19/12/10,NOORDERSINGEL,7302,0
10417,2010,201012,19/12/10,BINNENSINGEL,6313,10
10420,2010,201012,19/12/10,GASTHUISTUNNEL,1503,0
10423,2010,201012,19/12/10,NOORDERLAAN,8304,0
10426,2010,201012,20/12/10,JAN_VAN_RIJSWIJCKLAAN,9316,0
10429,2010,201012,20/12/10,BINNENSINGEL,8742,2
10432,2010,201012,20/12/10,GROTESTEENWEG,9936,8
10435,2010,201012,20/12/10,BINNENSINGEL,9308,4
10438,2010,201012,20/12/10,NOORDERSINGEL_(2140),13948,0
10441,2010,201012,20/12/10,SINT-MICHIELSKAAI,6577,10
10444,2010,201012,20/12/10,NOORDERLAAN,14763,0
10447,2010,201012,20/12/10,RINGLAAN_(MERKSEM),3591,0
10450,2010,201012,20/12/10,NOORDERLAAN,13744,0
10453,2010,201012,20/12/10,JAN_VAN_RIJSWIJCKLAAN,7622,0
10456,2010,201012,20/12/10,NOORDERSINGEL,12602,0
10459,2010,201012,21/12/10,JAN_VAN_RIJSWIJCKLAAN,7867,0
10462,2010,201012,21/12/10,BINNENSINGEL,9353,8
10465,2010,201012,21/12/10,JAN_VAN_RIJSWIJCKLAAN,9589,0
10468,2010,201012,21/12/10,GROTESTEENWEG,3350,0
10471,2010,201012,21/12/10,NOORDERLAAN,15258,0
10474,2010,201012,21/12/10,NOORDERLAAN,16449,0
10477,2010,201012,21/12/10,NOORDERSINGEL,13289,0
10480,2010,201012,21/12/10,RINGLAAN_(MERKSEM),3947,7
10483,2010,201012,21/12/10,GASTHUISTUNNEL,1025,0
10486,2010,201012,21/12/10,NOORDERSINGEL_(2140),14470,0
10489,2010,201012,21/12/10,BINNENSINGEL,9771,10
10492,2010,201012,21/12/10,SINT-MICHIELSKAAI,7850,8
10495,2010,201012,22/12/10,NOORDERLAAN,20027,0
10498,2010,201012,22/12/10,JAN_VAN_RIJSWIJCKLAAN,10221,0
10501,2010,201012,22/12/10,NOORDERSINGEL,17603,0
10504,2010,201012,22/12/10,BINNENSINGEL,11834,21
10507,2010,201012,22/12/10,BINNENSINGEL,12186,16
10510,2010,201012,22/12/10,NOORDERSINGEL_(2140),17788,0
10513,2010,201012,22/12/10,SINT-MICHIELSKAAI,9291,8
10516,2010,201012,22/12/10,JAN_VAN_RIJSWIJCKLAAN,12146,0
10519,2010,201012,22/12/10,GASTHUISTUNNEL,2377,0
10522,2010,201012,22/12/10,NOORDERLAAN,17390,0
10525,2010,201012,22/12/10,RINGLAAN_(MERKSEM),4711,9
10528,2010,201012,23/12/10,BINNENSINGEL,12061,10
10531,2010,201012,23/12/10,BINNENSINGEL,10911,12
10534,2010,201012,23/12/10,NOORDERLAAN,16518,0
10537,2010,201012,23/12/10,JAN_VAN_RIJSWIJCKLAAN,11963,0
10540,2010,201012,23/12/10,SINT-MICHIELSKAAI,8963,5
10543,2010,201012,23/12/10,GASTHUISTUNNEL,2309,0
10546,2010,201012,23/12/10,RINGLAAN_(MERKSEM),4974,5
10549,2010,201012,23/12/10,NOORDERLAAN,17457,0
10552,2010,201012,23/12/10,NOORDERSINGEL_(2140),16200,0
10555,2010,201012,23/12/10,JAN_VAN_RIJSWIJCKLAAN,8947,0
10558,2010,201012,23/12/10,NOORDERSINGEL,13117,0
10561,2010,201012,24/12/10,JAN_VAN_RIJSWIJCKLAAN,8867,0
10564,2010,201012,24/12/10,NOORDERLAAN,13396,0
10567,2010,201012,24/12/10,RINGLAAN_(MERKSEM),4527,14
10570,2010,201012,24/12/10,NOORDERSINGEL_(2140),11695,0
10573,2010,201012,24/12/10,SINT-MICHIELSKAAI,6067,5
10576,2010,201012,24/12/10,GASTHUISTUNNEL,14,0
10579,2010,201012,24/12/10,NOORDERSINGEL,9924,0
10582,2010,201012,24/12/10,BINNENSINGEL,11400,3
10585,2010,201012,24/12/10,BINNENSINGEL,8317,8
10588,2010,201012,24/12/10,JAN_VAN_RIJSWIJCKLAAN,6180,0
10591,2010,201012,24/12/10,NOORDERLAAN,12461,0
10594,2010,201012,25/12/10,NOORDERSINGEL_(2140),8228,0
10597,2010,201012,25/12/10,SINT-MICHIELSKAAI,3759,6
10600,2010,201012,25/12/10,BINNENSINGEL,7459,9
10603,2010,201012,25/12/10,NOORDERSINGEL,7043,0
10606,2010,201012,25/12/10,NOORDERLAAN,7693,0
10609,2010,201012,25/12/10,RINGLAAN_(MERKSEM),1853,3
10612,2010,201012,25/12/10,NOORDERLAAN,7676,0
10615,2010,201012,25/12/10,JAN_VAN_RIJSWIJCKLAAN,3512,0
10618,2010,201012,25/12/10,BINNENSINGEL,5309,3
10621,2010,201012,25/12/10,JAN_VAN_RIJSWIJCKLAAN,6033,0
10624,2010,201012,26/12/10,BINNENSINGEL,4935,2
10627,2010,201012,26/12/10,NOORDERLAAN,9576,0
10630,2010,201012,26/12/10,GASTHUISTUNNEL,952,0
10633,2010,201012,26/12/10,NOORDERSINGEL_(2140),9001,0
10636,2010,201012,26/12/10,SINT-MICHIELSKAAI,5060,10
10639,2010,201012,26/12/10,BINNENSINGEL,6888,8
10642,2010,201012,26/12/10,JAN_VAN_RIJSWIJCKLAAN,3485,0
10645,2010,201012,26/12/10,NOORDERLAAN,10106,0
10648,2010,201012,26/12/10,RINGLAAN_(MERKSEM),1654,2
10651,2010,201012,26/12/10,JAN_VAN_RIJSWIJCKLAAN,5757,0
10654,2010,201012,26/12/10,NOORDERSINGEL,7277,0
10657,2010,201012,27/12/10,BINNENSINGEL,7822,4
10660,2010,201012,27/12/10,JAN_VAN_RIJSWIJCKLAAN,6165,0
10663,2010,201012,27/12/10,NOORDERLAAN,12627,0
10666,2010,201012,27/12/10,GASTHUISTUNNEL,1734,0
10669,2010,201012,27/12/10,SINT-MICHIELSKAAI,6557,9
10672,2010,201012,27/12/10,NOORDERLAAN,13300,0
10675,2010,201012,27/12/10,BINNENSINGEL,10512,10
10678,2010,201012,27/12/10,NOORDERSINGEL_(2140),12542,0
10681,2010,201012,27/12/10,NOORDERSINGEL,10540,0
10684,2010,201012,27/12/10,RINGLAAN_(MERKSEM),3240,6
10687,2010,201012,27/12/10,GROTESTEENWEG,7152,1
10690,2010,201012,27/12/10,JAN_VAN_RIJSWIJCKLAAN,8950,0
10693,2010,201012,28/12/10,RINGLAAN_(MERKSEM),3175,6
10696,2010,201012,28/12/10,NOORDERLAAN,14525,0
10699,2010,201012,28/12/10,NOORDERSINGEL,10979,0
10702,2010,201012,28/12/10,GROTESTEENWEG,9751,1
10705,2010,201012,28/12/10,NOORDERSINGEL_(2140),12948,0
10708,2010,201012,28/12/10,BINNENSINGEL,11374,13
10711,2010,201012,28/12/10,GASTHUISTUNNEL,1884,0
10714,2010,201012,28/12/10,JAN_VAN_RIJSWIJCKLAAN,9151,0
10717,2010,201012,28/12/10,JAN_VAN_RIJSWIJCKLAAN,6198,0
10720,2010,201012,28/12/10,BINNENSINGEL,8299,8
10723,2010,201012,28/12/10,SINT-MICHIELSKAAI,6811,4
10726,2010,201012,28/12/10,NOORDERLAAN,13769,0
10729,2010,201012,29/12/10,NOORDERLAAN,15559,0
10732,2010,201012,29/12/10,RINGLAAN_(MERKSEM),3655,9
10735,2010,201012,29/12/10,NOORDERSINGEL_(2140),13560,0
10738,2010,201012,29/12/10,JAN_VAN_RIJSWIJCKLAAN,10036,0
10741,2010,201012,29/12/10,BINNENSINGEL,12164,13
10744,2010,201012,29/12/10,NOORDERSINGEL,11497,0
10747,2010,201012,29/12/10,JAN_VAN_RIJSWIJCKLAAN,6861,0
10750,2010,201012,29/12/10,BINNENSINGEL,8635,5
10753,2010,201012,29/12/10,GROTESTEENWEG,10425,1
10756,2010,201012,29/12/10,SINT-MICHIELSKAAI,7494,7
10759,2010,201012,29/12/10,GASTHUISTUNNEL,1930,0
10762,2010,201012,29/12/10,NOORDERLAAN,14409,0
10765,2010,201012,30/12/10,RINGLAAN_(MERKSEM),3835,5
10768,2010,201012,30/12/10,JAN_VAN_RIJSWIJCKLAAN,9807,0
10771,2010,201012,30/12/10,NOORDERLAAN,14547,0
10774,2010,201012,30/12/10,NOORDERSINGEL_(2140),13826,0
10777,2010,201012,30/12/10,BINNENSINGEL,8805,7
10780,2010,201012,30/12/10,GROTESTEENWEG,10431,3
10783,2010,201012,30/12/10,NOORDERLAAN,15821,0
10786,2010,201012,30/12/10,JAN_VAN_RIJSWIJCKLAAN,6469,0
10789,2010,201012,30/12/10,BINNENSINGEL,12163,11
10792,2010,201012,30/12/10,GASTHUISTUNNEL,2009,0
10795,2010,201012,30/12/10,NOORDERSINGEL,11570,0
10798,2010,201012,30/12/10,SINT-MICHIELSKAAI,7555,2
10801,2010,201012,31/12/10,NOORDERLAAN,12944,0
10804,2010,201012,31/12/10,NOORDERLAAN,11786,0
10807,2010,201012,31/12/10,BINNENSINGEL,10059,15
10810,2010,201012,31/12/10,RINGLAAN_(MERKSEM),3129,3
10813,2010,201012,31/12/10,NOORDERSINGEL_(2140),11724,0
10816,2010,201012,31/12/10,SINT-MICHIELSKAAI,5800,4
10819,2010,201012,31/12/10,BINNENSINGEL,7322,7
10822,2010,201012,31/12/10,JAN_VAN_RIJSWIJCKLAAN,8071,0
10825,2010,201012,31/12/10,GROTESTEENWEG,9295,0
10828,2010,201012,31/12/10,GASTHUISTUNNEL,1778,0
10831,2010,201012,31/12/10,NOORDERSINGEL,9809,0
10834,2010,201012,31/12/10,JAN_VAN_RIJSWIJCKLAAN,5474,0
10837,2011,201101,1/01/2011,NOORDERLAAN,9812,0
10840,2011,201101,1/01/2011,BINNENSINGEL,7708,20
10843,2011,201101,1/01/2011,NOORDERLAAN,7484,0
10846,2011,201101,1/01/2011,SINT-MICHIELSKAAI,5257,5
10849,2011,201101,1/01/2011,GASTHUISTUNNEL,1291,0
10852,2011,201101,1/01/2011,RINGLAAN_(MERKSEM),1744,0
10855,2011,201101,1/01/2011,GROTESTEENWEG,7475,0
10858,2011,201101,1/01/2011,NOORDERSINGEL_(2140),7799,0
10861,2011,201101,1/01/2011,JAN_VAN_RIJSWIJCKLAAN,3485,0
10864,2011,201101,1/01/2011,BINNENSINGEL,4994,1
10867,2011,201101,1/01/2011,NOORDERSINGEL,6873,0
10870,2011,201101,1/01/2011,JAN_VAN_RIJSWIJCKLAAN,5832,0
10873,2011,201101,2/01/2011,GROTESTEENWEG,7289,0
10876,2011,201101,2/01/2011,GASTHUISTUNNEL,1128,0
10879,2011,201101,2/01/2011,NOORDERSINGEL,7839,0
10882,2011,201101,2/01/2011,RINGLAAN_(MERKSEM),1698,3
10885,2011,201101,2/01/2011,NOORDERLAAN,10095,0
10888,2011,201101,2/01/2011,JAN_VAN_RIJSWIJCKLAAN,3570,0
10891,2011,201101,2/01/2011,NOORDERSINGEL_(2140),9076,0
10894,2011,201101,2/01/2011,SINT-MICHIELSKAAI,5410,7
10897,2011,201101,2/01/2011,JAN_VAN_RIJSWIJCKLAAN,5916,0
10900,2011,201101,2/01/2011,NOORDERLAAN,9222,0
10903,2011,201101,2/01/2011,BINNENSINGEL,5137,3
10906,2011,201101,2/01/2011,BINNENSINGEL,7761,13
10909,2011,201101,3/01/2011,GROTESTEENWEG,9635,0
10912,2011,201101,3/01/2011,SINT-MICHIELSKAAI,7126,9
10915,2011,201101,3/01/2011,BINNENSINGEL,11546,13
10918,2011,201101,3/01/2011,GASTHUISTUNNEL,1929,0
10921,2011,201101,3/01/2011,JAN_VAN_RIJSWIJCKLAAN,6289,0
10924,2011,201101,3/01/2011,NOORDERLAAN,13189,0
10927,2011,201101,3/01/2011,JAN_VAN_RIJSWIJCKLAAN,9170,0
10930,2011,201101,3/01/2011,NOORDERSINGEL,10672,0
10933,2011,201101,3/01/2011,BINNENSINGEL,7832,7
10936,2011,201101,3/01/2011,RINGLAAN_(MERKSEM),3693,2
10939,2011,201101,3/01/2011,NOORDERLAAN,13695,0
10942,2011,201101,3/01/2011,NOORDERSINGEL_(2140),13280,0
10945,2011,201101,4/01/2011,JAN_VAN_RIJSWIJCKLAAN,7008,0
10948,2011,201101,4/01/2011,BINNENSINGEL,9215,11
10951,2011,201101,4/01/2011,NOORDERSINGEL_(2140),14342,0
10954,2011,201101,4/01/2011,GROTESTEENWEG,10537,4
10957,2011,201101,4/01/2011,GASTHUISTUNNEL,1908,0
10960,2011,201101,4/01/2011,NOORDERLAAN,14978,0
10963,2011,201101,4/01/2011,SINT-MICHIELSKAAI,7234,11
10966,2011,201101,4/01/2011,NOORDERSINGEL,12015,0
10969,2011,201101,4/01/2011,JAN_VAN_RIJSWIJCKLAAN,10082,0
10972,2011,201101,4/01/2011,RINGLAAN_(MERKSEM),3546,2
10975,2011,201101,4/01/2011,BINNENSINGEL,13292,8
10978,2011,201101,4/01/2011,NOORDERLAAN,15349,0
10981,2011,201101,5/01/2011,GROTESTEENWEG,10652,1
10984,2011,201101,5/01/2011,SINT-MICHIELSKAAI,7297,6
10987,2011,201101,5/01/2011,NOORDERSINGEL,12216,0
10990,2011,201101,5/01/2011,BINNENSINGEL,13334,7
10993,2011,201101,5/01/2011,NOORDERLAAN,15423,0
10996,2011,201101,5/01/2011,JAN_VAN_RIJSWIJCKLAAN,10268,0
10999,2011,201101,5/01/2011,JAN_VAN_RIJSWIJCKLAAN,7169,0
11002,2011,201101,5/01/2011,NOORDERLAAN,14974,0
11005,2011,201101,5/01/2011,NOORDERSINGEL_(2140),14718,0
11008,2011,201101,5/01/2011,BINNENSINGEL,9466,7
11011,2011,201101,5/01/2011,GASTHUISTUNNEL,1924,0
11014,2011,201101,5/01/2011,RINGLAAN_(MERKSEM),3736,3
11017,2011,201101,6/01/2011,NOORDERLAAN,16097,0
11020,2011,201101,6/01/2011,NOORDERSINGEL_(2140),15658,0
11023,2011,201101,6/01/2011,NOORDERLAAN,15533,0
11026,2011,201101,6/01/2011,BINNENSINGEL,10643,6
11029,2011,201101,6/01/2011,SINT-MICHIELSKAAI,7501,11
11032,2011,201101,6/01/2011,RINGLAAN_(MERKSEM),3815,5
11035,2011,201101,6/01/2011,JAN_VAN_RIJSWIJCKLAAN,10174,0
11038,2011,201101,6/01/2011,BINNENSINGEL,14907,10
11041,2011,201101,6/01/2011,GASTHUISTUNNEL,2005,0
11044,2011,201101,6/01/2011,NOORDERSINGEL,13212,0
11047,2011,201101,6/01/2011,JAN_VAN_RIJSWIJCKLAAN,7393,0
11050,2011,201101,6/01/2011,GROTESTEENWEG,10926,1
11053,2011,201101,7/01/2011,BINNENSINGEL,15207,13
11056,2011,201101,7/01/2011,NOORDERSINGEL,13870,0
11059,2011,201101,7/01/2011,BINNENSINGEL,4601,7
11062,2011,201101,7/01/2011,NOORDERLAAN,16419,0
11065,2011,201101,7/01/2011,GROTESTEENWEG,11296,0
11068,2011,201101,7/01/2011,GASTHUISTUNNEL,2148,0
11071,2011,201101,7/01/2011,RINGLAAN_(MERKSEM),3976,5
11074,2011,201101,7/01/2011,NOORDERLAAN,17412,0
11077,2011,201101,7/01/2011,JAN_VAN_RIJSWIJCKLAAN,8342,0
11080,2011,201101,7/01/2011,SINT-MICHIELSKAAI,8047,8
11083,2011,201101,7/01/2011,NOORDERSINGEL_(2140),15796,0
11086,2011,201101,7/01/2011,JAN_VAN_RIJSWIJCKLAAN,10808,0
11089,2011,201101,8/01/2011,GROTESTEENWEG,10039,1
11092,2011,201101,8/01/2011,JAN_VAN_RIJSWIJCKLAAN,9217,0
11095,2011,201101,8/01/2011,NOORDERLAAN,13868,0
11098,2011,201101,8/01/2011,JAN_VAN_RIJSWIJCKLAAN,6287,0
11101,2011,201101,8/01/2011,BINNENSINGEL,11069,19
11104,2011,201101,8/01/2011,GASTHUISTUNNEL,1959,0
11107,2011,201101,8/01/2011,NOORDERLAAN,13199,0
11110,2011,201101,8/01/2011,NOORDERSINGEL,10518,0
11113,2011,201101,8/01/2011,BINNENSINGEL,1654,2
11116,2011,201101,8/01/2011,NOORDERSINGEL_(2140),13022,0
11119,2011,201101,8/01/2011,SINT-MICHIELSKAAI,6907,4
11122,2011,201101,8/01/2011,RINGLAAN_(MERKSEM),3622,2
11125,2011,201101,9/01/2011,NOORDERLAAN,11857,0
11128,2011,201101,9/01/2011,NOORDERLAAN,10759,0
11131,2011,201101,9/01/2011,NOORDERSINGEL_(2140),10774,0
11134,2011,201101,9/01/2011,BINNENSINGEL,1499,0
11137,2011,201101,9/01/2011,JAN_VAN_RIJSWIJCKLAAN,7314,0
11140,2011,201101,9/01/2011,SINT-MICHIELSKAAI,6183,13
11143,2011,201101,9/01/2011,BINNENSINGEL,9568,20
11146,2011,201101,9/01/2011,RINGLAAN_(MERKSEM),1974,3
11149,2011,201101,9/01/2011,NOORDERSINGEL,8623,0
11152,2011,201101,9/01/2011,GASTHUISTUNNEL,1819,0
11155,2011,201101,9/01/2011,JAN_VAN_RIJSWIJCKLAAN,4515,0
11158,2011,201101,9/01/2011,GROTESTEENWEG,8530,1
11161,2011,201101,10/01/2011,NOORDERLAAN,16260,0
11164,2011,201101,10/01/2011,NOORDERSINGEL_(2140),16242,0
11167,2011,201101,10/01/2011,NOORDERLAAN,16187,0
11170,2011,201101,10/01/2011,GASTHUISTUNNEL,2051,0
11173,2011,201101,10/01/2011,GROTESTEENWEG,2666,0
11176,2011,201101,10/01/2011,NOORDERSINGEL,13619,0
11179,2011,201101,10/01/2011,BINNENSINGEL,2641,5
11182,2011,201101,10/01/2011,JAN_VAN_RIJSWIJCKLAAN,2160,0
11185,2011,201101,10/01/2011,RINGLAAN_(MERKSEM),4014,7
11188,2011,201101,10/01/2011,JAN_VAN_RIJSWIJCKLAAN,1972,0
11191,2011,201101,10/01/2011,BINNENSINGEL,16317,10
11194,2011,201101,10/01/2011,SINT-MICHIELSKAAI,3771,1
11197,2011,201101,11/01/2011,GASTHUISTUNNEL,2457,0
11200,2011,201101,11/01/2011,NOORDERLAAN,15821,0
11203,2011,201101,11/01/2011,RINGLAAN_(MERKSEM),3894,3
11206,2011,201101,11/01/2011,BINNENSINGEL,17159,12
11209,2011,201101,11/01/2011,NOORDERSINGEL,13765,0
11212,2011,201101,11/01/2011,NOORDERLAAN,16889,0
11215,2011,201101,11/01/2011,BINNENSINGEL,2958,12
11218,2011,201101,11/01/2011,NOORDERSINGEL_(2140),18321,0
11221,2011,201101,12/01/2011,GASTHUISTUNNEL,2185,0
11224,2011,201101,12/01/2011,RINGLAAN_(MERKSEM),4150,0
11227,2011,201101,12/01/2011,BINNENSINGEL,3103,8
11230,2011,201101,12/01/2011,NOORDERSINGEL,14984,0
11233,2011,201101,12/01/2011,NOORDERSINGEL_(2140),17915,0
11236,2011,201101,12/01/2011,BINNENSINGEL,18415,23
11239,2011,201101,12/01/2011,NOORDERLAAN,17554,0
11242,2011,201101,12/01/2011,NOORDERLAAN,16567,0
11245,2011,201101,13/01/11,GASTHUISTUNNEL,2137,0
11248,2011,201101,13/01/11,NOORDERLAAN,17016,0
11251,2011,201101,13/01/11,NOORDERSINGEL_(2140),17720,0
11254,2011,201101,13/01/11,RINGLAAN_(MERKSEM),4324,4
11257,2011,201101,13/01/11,NOORDERLAAN,17839,0
11260,2011,201101,13/01/11,BINNENSINGEL,17881,11
11263,2011,201101,13/01/11,NOORDERSINGEL,15239,0
11266,2011,201101,13/01/11,BINNENSINGEL,2843,6
11269,2011,201101,14/01/11,GASTHUISTUNNEL,2372,0
11272,2011,201101,14/01/11,RINGLAAN_(MERKSEM),4428,3
11275,2011,201101,14/01/11,BINNENSINGEL,17843,23
11278,2011,201101,14/01/11,NOORDERSINGEL_(2140),18289,0
11281,2011,201101,14/01/11,BINNENSINGEL,2798,3
11284,2011,201101,14/01/11,NOORDERLAAN,18680,0
11287,2011,201101,14/01/11,NOORDERSINGEL,252,0
11290,2011,201101,14/01/11,NOORDERLAAN,18085,0
11293,2011,201101,15/01/11,BINNENSINGEL,11912,13
11296,2011,201101,15/01/11,RINGLAAN_(MERKSEM),3780,5
11299,2011,201101,15/01/11,NOORDERLAAN,14778,0
11302,2011,201101,15/01/11,NOORDERSINGEL_(2140),13717,0
11305,2011,201101,15/01/11,BINNENSINGEL,1871,2
11308,2011,201101,15/01/11,NOORDERLAAN,14157,0
11311,2011,201101,15/01/11,GASTHUISTUNNEL,2154,0
11314,2011,201101,16/01/11,NOORDERLAAN,10198,0
11317,2011,201101,16/01/11,NOORDERSINGEL_(2140),11403,0
11320,2011,201101,16/01/11,BINNENSINGEL,1653,0
11323,2011,201101,16/01/11,GASTHUISTUNNEL,1601,0
11326,2011,201101,16/01/11,RINGLAAN_(MERKSEM),1991,1
11329,2011,201101,16/01/11,BINNENSINGEL,10213,20
11332,2011,201101,16/01/11,NOORDERLAAN,11580,0
11335,2011,201101,17/01/11,NOORDERSINGEL,12192,0
11338,2011,201101,17/01/11,NOORDERSINGEL_(2140),16870,0
11341,2011,201101,17/01/11,SINT-MICHIELSKAAI,5739,3
11344,2011,201101,17/01/11,RINGLAAN_(MERKSEM),3809,3
11347,2011,201101,17/01/11,GROTESTEENWEG,8730,1
11350,2011,201101,17/01/11,JAN_VAN_RIJSWIJCKLAAN,7164,0
11353,2011,201101,17/01/11,JAN_VAN_RIJSWIJCKLAAN,9417,0
11356,2011,201101,17/01/11,BINNENSINGEL,2687,5
11359,2011,201101,17/01/11,BINNENSINGEL,17189,16
11362,2011,201101,17/01/11,NOORDERLAAN,16249,0
11365,2011,201101,17/01/11,GASTHUISTUNNEL,2113,0
11368,2011,201101,17/01/11,NOORDERLAAN,15924,0
11371,2011,201101,18/01/11,NOORDERLAAN,17508,0
11374,2011,201101,18/01/11,JAN_VAN_RIJSWIJCKLAAN,11972,0
11377,2011,201101,18/01/11,JAN_VAN_RIJSWIJCKLAAN,9536,0
11380,2011,201101,18/01/11,GROTESTEENWEG,12536,0
11383,2011,201101,18/01/11,GASTHUISTUNNEL,2223,0
11386,2011,201101,18/01/11,BINNENSINGEL,17521,14
11389,2011,201101,18/01/11,NOORDERSINGEL,14871,0
11392,2011,201101,18/01/11,SINT-MICHIELSKAAI,8448,6
11395,2011,201101,18/01/11,NOORDERLAAN,17394,0
11398,2011,201101,18/01/11,NOORDERSINGEL_(2140),18589,0
11401,2011,201101,18/01/11,BINNENSINGEL,3220,6
11404,2011,201101,18/01/11,RINGLAAN_(MERKSEM),3903,4
11407,2011,201101,19/01/11,NOORDERLAAN,18256,0
11410,2011,201101,19/01/11,NOORDERSINGEL_(2140),17369,0
11413,2011,201101,19/01/11,BINNENSINGEL,17983,11
11416,2011,201101,19/01/11,NOORDERSINGEL,15288,0
11419,2011,201101,19/01/11,BINNENSINGEL,2854,4
11422,2011,201101,19/01/11,SINT-MICHIELSKAAI,8182,9
11425,2011,201101,19/01/11,NOORDERLAAN,16329,0
11428,2011,201101,19/01/11,GROTESTEENWEG,11857,0
11431,2011,201101,19/01/11,GASTHUISTUNNEL,2197,0
11434,2011,201101,19/01/11,RINGLAAN_(MERKSEM),4281,5
11437,2011,201101,19/01/11,JAN_VAN_RIJSWIJCKLAAN,9930,0
11440,2011,201101,19/01/11,JAN_VAN_RIJSWIJCKLAAN,11895,0
11443,2011,201101,20/01/11,JAN_VAN_RIJSWIJCKLAAN,9901,0
11446,2011,201101,20/01/11,NOORDERSINGEL,15825,0
11449,2011,201101,20/01/11,JAN_VAN_RIJSWIJCKLAAN,12022,0
11452,2011,201101,20/01/11,GROTESTEENWEG,11941,0
11455,2011,201101,20/01/11,NOORDERLAAN,17568,0
11458,2011,201101,20/01/11,NOORDERSINGEL_(2140),18357,0
11461,2011,201101,20/01/11,SINT-MICHIELSKAAI,8790,11
11464,2011,201101,20/01/11,RINGLAAN_(MERKSEM),4098,7
11467,2011,201101,20/01/11,BINNENSINGEL,18776,17
11470,2011,201101,20/01/11,BINNENSINGEL,2980,11
11473,2011,201101,20/01/11,GASTHUISTUNNEL,2249,0
11476,2011,201101,20/01/11,NOORDERLAAN,19205,0
11479,2011,201101,21/01/11,NOORDERSINGEL,16019,0
11482,2011,201101,21/01/11,GASTHUISTUNNEL,2206,0
11485,2011,201101,21/01/11,JAN_VAN_RIJSWIJCKLAAN,12771,0
11488,2011,201101,21/01/11,JAN_VAN_RIJSWIJCKLAAN,10351,0
11491,2011,201101,21/01/11,NOORDERSINGEL_(2140),18441,0
11494,2011,201101,21/01/11,SINT-MICHIELSKAAI,9192,9
11497,2011,201101,21/01/11,BINNENSINGEL,18529,15
11500,2011,201101,21/01/11,BINNENSINGEL,2818,7
11503,2011,201101,21/01/11,NOORDERLAAN,19501,0
11506,2011,201101,21/01/11,NOORDERLAAN,18451,0
11509,2011,201101,21/01/11,GROTESTEENWEG,12605,2
11512,2011,201101,21/01/11,RINGLAAN_(MERKSEM),4058,1
11515,2011,201101,22/01/11,JAN_VAN_RIJSWIJCKLAAN,11104,0
11518,2011,201101,22/01/11,NOORDERLAAN,15339,0
11521,2011,201101,22/01/11,BINNENSINGEL,1893,1
11524,2011,201101,22/01/11,BINNENSINGEL,12004,16
11527,2011,201101,22/01/11,GASTHUISTUNNEL,1984,0
11530,2011,201101,22/01/11,NOORDERSINGEL,11930,0
11533,2011,201101,22/01/11,RINGLAAN_(MERKSEM),4025,4
11536,2011,201101,22/01/11,JAN_VAN_RIJSWIJCKLAAN,7570,0
11539,2011,201101,22/01/11,GROTESTEENWEG,10618,2
11542,2011,201101,22/01/11,NOORDERLAAN,13974,0
11545,2011,201101,22/01/11,NOORDERSINGEL_(2140),14448,0
11548,2011,201101,22/01/11,SINT-MICHIELSKAAI,7221,4
11551,2011,201101,23/01/11,GASTHUISTUNNEL,1407,0
11554,2011,201101,23/01/11,NOORDERLAAN,11878,0
11557,2011,201101,23/01/11,GROTESTEENWEG,9009,0
11560,2011,201101,23/01/11,BINNENSINGEL,1605,2
11563,2011,201101,23/01/11,JAN_VAN_RIJSWIJCKLAAN,8232,0
11566,2011,201101,23/01/11,JAN_VAN_RIJSWIJCKLAAN,5673,0
11569,2011,201101,23/01/11,NOORDERSINGEL_(2140),10956,0
11572,2011,201101,23/01/11,NOORDERLAAN,9645,0
11575,2011,201101,23/01/11,SINT-MICHIELSKAAI,5856,9
11578,2011,201101,23/01/11,RINGLAAN_(MERKSEM),2012,2
11581,2011,201101,23/01/11,BINNENSINGEL,10409,12
11584,2011,201101,23/01/11,NOORDERSINGEL,8901,0
11587,2011,201101,24/01/11,GROTESTEENWEG,11535,1
11590,2011,201101,24/01/11,NOORDERSINGEL,14585,0
11593,2011,201101,24/01/11,NOORDERSINGEL_(2140),16444,0
11596,2011,201101,24/01/11,RINGLAAN_(MERKSEM),3896,2
11599,2011,201101,24/01/11,JAN_VAN_RIJSWIJCKLAAN,9846,0
11602,2011,201101,24/01/11,NOORDERLAAN,16531,0
11605,2011,201101,24/01/11,NOORDERLAAN,17709,0
11608,2011,201101,24/01/11,GASTHUISTUNNEL,2093,0
11611,2011,201101,24/01/11,SINT-MICHIELSKAAI,8128,7
11614,2011,201101,24/01/11,BINNENSINGEL,2836,7
11617,2011,201101,24/01/11,JAN_VAN_RIJSWIJCKLAAN,11419,0
