id,datum_vaststelling_jaar,datum_vaststelling_maand,datum_vaststelling,opnameplaats_straat,aantal_passanten,aantal_overtredingen_roodlicht
20146,2011,201112,31/12/11,COCKERILLKAAI,3980,4
20149,2011,201112,31/12/11,NOORDERSINGEL_(2140),8767,0
20152,2011,201112,31/12/11,BINNENSINGEL,10433,6
20155,2011,201112,31/12/11,ELISABETHLAAN,5185,0
20158,2011,201112,31/12/11,NOORDERSINGEL,15887,4
20161,2011,201112,31/12/11,JAN_VAN_RIJSWIJCKLAAN,2150,0
20164,2012,201201,1/01/2012,JAN_VAN_RIJSWIJCKLAAN,1951,0
20167,2012,201201,1/01/2012,ELISABETHLAAN,4369,0
20170,2012,201201,1/01/2012,BINNENSINGEL,7417,2
20173,2012,201201,1/01/2012,ELISABETHLAAN,4681,0
20176,2012,201201,1/01/2012,NOORDERSINGEL,12173,3
20179,2012,201201,1/01/2012,BINNENSINGEL,11895,0
20182,2012,201201,1/01/2012,COCKERILLKAAI,3159,6
20185,2012,201201,1/01/2012,NOORDERSINGEL_(2140),7749,0
20188,2012,201201,2/01/2012,BINNENSINGEL,4043,0
20191,2012,201201,2/01/2012,JAN_VAN_RIJSWIJCKLAAN,276,0
20194,2012,201201,2/01/2012,ELISABETHLAAN,1146,0
20197,2012,201201,2/01/2012,GROTESTEENWEG,4239,1
20200,2012,201201,2/01/2012,COCKERILLKAAI,795,1
20203,2012,201201,2/01/2012,SINT-MICHIELSKAAI,5271,4
20206,2012,201201,2/01/2012,NOORDERSINGEL_(2140),3078,0
20209,2012,201201,2/01/2012,BINNENSINGEL,8572,0
20212,2012,201201,2/01/2012,ELISABETHLAAN,1094,0
20215,2012,201201,2/01/2012,NOORDERSINGEL,3047,0
20218,2012,201201,3/01/2012,GROTESTEENWEG,7840,0
20221,2012,201201,3/01/2012,COCKERILLKAAI,5302,6
20224,2012,201201,3/01/2012,NOORDERSINGEL,20064,4
20227,2012,201201,3/01/2012,JAN_VAN_RIJSWIJCKLAAN,2898,0
20230,2012,201201,3/01/2012,BINNENSINGEL,26557,16
20233,2012,201201,3/01/2012,ELISABETHLAAN,7908,0
20236,2012,201201,3/01/2012,ELISABETHLAAN,7242,0
20239,2012,201201,3/01/2012,BINNENSINGEL,20202,0
20242,2012,201201,3/01/2012,SINT-MICHIELSKAAI,7108,7
20245,2012,201201,3/01/2012,NOORDERSINGEL_(2140),13313,0
20248,2012,201201,4/01/2012,ELISABETHLAAN,7515,0
20251,2012,201201,4/01/2012,NOORDERSINGEL_(2140),13549,0
20254,2012,201201,4/01/2012,GROTESTEENWEG,8467,2
20257,2012,201201,4/01/2012,BINNENSINGEL,28289,10
20260,2012,201201,4/01/2012,BINNENSINGEL,20333,0
20263,2012,201201,4/01/2012,SINT-MICHIELSKAAI,7402,4
20266,2012,201201,4/01/2012,ELISABETHLAAN,8399,0
20269,2012,201201,4/01/2012,JAN_VAN_RIJSWIJCKLAAN,3204,0
20272,2012,201201,4/01/2012,NOORDERSINGEL,21035,0
20275,2012,201201,4/01/2012,COCKERILLKAAI,5619,7
20278,2012,201201,5/01/2012,BINNENSINGEL,21360,0
20281,2012,201201,5/01/2012,NOORDERSINGEL_(2140),14280,0
20284,2012,201201,5/01/2012,SINT-MICHIELSKAAI,7363,6
20287,2012,201201,5/01/2012,NOORDERSINGEL,22915,3
20290,2012,201201,5/01/2012,ELISABETHLAAN,8604,0
20293,2012,201201,5/01/2012,ELISABETHLAAN,7572,0
20296,2012,201201,5/01/2012,JAN_VAN_RIJSWIJCKLAAN,3129,0
20299,2012,201201,5/01/2012,GROTESTEENWEG,8682,0
20302,2012,201201,5/01/2012,COCKERILLKAAI,5627,7
20305,2012,201201,5/01/2012,BINNENSINGEL,31095,33
20308,2012,201201,6/01/2012,NOORDERSINGEL_(2140),14518,0
20311,2012,201201,6/01/2012,GROTESTEENWEG,8877,1
20314,2012,201201,6/01/2012,JAN_VAN_RIJSWIJCKLAAN,3462,0
20317,2012,201201,6/01/2012,ELISABETHLAAN,8903,0
20320,2012,201201,6/01/2012,NOORDERSINGEL,22471,0
20323,2012,201201,6/01/2012,BINNENSINGEL,30356,11
20326,2012,201201,6/01/2012,ELISABETHLAAN,7852,0
20329,2012,201201,6/01/2012,BINNENSINGEL,22354,0
20332,2012,201201,6/01/2012,COCKERILLKAAI,6335,8
20335,2012,201201,6/01/2012,SINT-MICHIELSKAAI,8335,5
20338,2012,201201,7/01/2012,GROTESTEENWEG,7970,0
20341,2012,201201,7/01/2012,ELISABETHLAAN,5777,0
20344,2012,201201,7/01/2012,COCKERILLKAAI,5410,7
20347,2012,201201,7/01/2012,BINNENSINGEL,16001,0
20350,2012,201201,7/01/2012,SINT-MICHIELSKAAI,7027,6
20353,2012,201201,7/01/2012,BINNENSINGEL,21362,6
20356,2012,201201,7/01/2012,ELISABETHLAAN,6519,0
20359,2012,201201,7/01/2012,JAN_VAN_RIJSWIJCKLAAN,3049,0
20362,2012,201201,7/01/2012,NOORDERSINGEL,17672,1
20365,2012,201201,7/01/2012,NOORDERSINGEL_(2140),11972,0
20368,2012,201201,8/01/2012,BINNENSINGEL,17590,4
20371,2012,201201,8/01/2012,NOORDERSINGEL,14721,3
20374,2012,201201,8/01/2012,BINNENSINGEL,13755,0
20377,2012,201201,8/01/2012,SINT-MICHIELSKAAI,6059,8
20380,2012,201201,8/01/2012,ELISABETHLAAN,5583,0
20383,2012,201201,8/01/2012,NOORDERSINGEL_(2140),9829,0
20386,2012,201201,8/01/2012,ELISABETHLAAN,5100,0
20389,2012,201201,8/01/2012,COCKERILLKAAI,4238,6
20392,2012,201201,8/01/2012,GROTESTEENWEG,7187,1
20395,2012,201201,8/01/2012,JAN_VAN_RIJSWIJCKLAAN,2200,0
20398,2012,201201,9/01/2012,BINNENSINGEL,9079,0
20401,2012,201201,9/01/2012,ELISABETHLAAN,2897,0
20404,2012,201201,9/01/2012,BINNENSINGEL,9709,4
20407,2012,201201,9/01/2012,GROTESTEENWEG,2699,0
20410,2012,201201,9/01/2012,NOORDERSINGEL_(2140),4028,0
20413,2012,201201,9/01/2012,COCKERILLKAAI,2952,0
20416,2012,201201,9/01/2012,SINT-MICHIELSKAAI,3367,2
20419,2012,201201,9/01/2012,ELISABETHLAAN,2621,0
20422,2012,201201,9/01/2012,JAN_VAN_RIJSWIJCKLAAN,703,0
20425,2012,201201,9/01/2012,NOORDERSINGEL,4120,0
20428,2012,201201,10/01/2012,GROTESTEENWEG,9345,2
20431,2012,201201,10/01/2012,SINT-MICHIELSKAAI,7605,5
20434,2012,201201,10/01/2012,COCKERILLKAAI,5666,8
20437,2012,201201,10/01/2012,BINNENSINGEL,25339,0
20440,2012,201201,10/01/2012,BINNENSINGEL,28934,13
20443,2012,201201,10/01/2012,NOORDERSINGEL,23075,2
20446,2012,201201,10/01/2012,NOORDERSINGEL_(2140),15412,0
20449,2012,201201,10/01/2012,JAN_VAN_RIJSWIJCKLAAN,3649,0
20452,2012,201201,10/01/2012,ELISABETHLAAN,10133,0
20455,2012,201201,10/01/2012,ELISABETHLAAN,9163,0
20458,2012,201201,11/01/2012,BINNENSINGEL,23980,0
20461,2012,201201,11/01/2012,SINT-MICHIELSKAAI,7565,7
20464,2012,201201,11/01/2012,NOORDERSINGEL,23482,1
20467,2012,201201,11/01/2012,GROTESTEENWEG,9680,1
20470,2012,201201,11/01/2012,ELISABETHLAAN,9004,0
20473,2012,201201,11/01/2012,COCKERILLKAAI,5662,4
20476,2012,201201,11/01/2012,BINNENSINGEL,29640,19
20479,2012,201201,11/01/2012,ELISABETHLAAN,10080,0
20482,2012,201201,11/01/2012,JAN_VAN_RIJSWIJCKLAAN,3868,0
20485,2012,201201,11/01/2012,NOORDERSINGEL_(2140),14899,0
20488,2012,201201,12/01/2012,BINNENSINGEL,30335,27
20491,2012,201201,12/01/2012,SINT-MICHIELSKAAI,7979,4
20494,2012,201201,12/01/2012,NOORDERSINGEL,24061,2
20497,2012,201201,12/01/2012,BINNENSINGEL,26831,0
20500,2012,201201,12/01/2012,NOORDERSINGEL_(2140),16690,0
20503,2012,201201,12/01/2012,COCKERILLKAAI,6140,8
20506,2012,201201,12/01/2012,ELISABETHLAAN,10176,0
20509,2012,201201,12/01/2012,ELISABETHLAAN,9097,0
20512,2012,201201,12/01/2012,JAN_VAN_RIJSWIJCKLAAN,3880,0
20515,2012,201201,12/01/2012,GROTESTEENWEG,9441,0
20518,2012,201201,13/01/12,JAN_VAN_RIJSWIJCKLAAN,3782,0
20521,2012,201201,13/01/12,ELISABETHLAAN,10371,0
20524,2012,201201,13/01/12,NOORDERSINGEL_(2140),15880,0
20527,2012,201201,13/01/12,ELISABETHLAAN,9357,0
20530,2012,201201,13/01/12,BINNENSINGEL,30118,23
20533,2012,201201,13/01/12,NOORDERSINGEL,24612,1
20536,2012,201201,13/01/12,GROTESTEENWEG,9970,2
20539,2012,201201,13/01/12,BINNENSINGEL,25236,0
20542,2012,201201,13/01/12,COCKERILLKAAI,6613,9
20545,2012,201201,13/01/12,SINT-MICHIELSKAAI,8526,2
20548,2012,201201,14/01/12,ELISABETHLAAN,6631,0
20551,2012,201201,14/01/12,ELISABETHLAAN,7496,0
20554,2012,201201,14/01/12,SINT-MICHIELSKAAI,7136,5
20557,2012,201201,14/01/12,COCKERILLKAAI,5385,1
20560,2012,201201,14/01/12,NOORDERSINGEL_(2140),12077,0
20563,2012,201201,14/01/12,GROTESTEENWEG,8697,0
20566,2012,201201,14/01/12,BINNENSINGEL,19756,13
20569,2012,201201,14/01/12,NOORDERSINGEL,18774,2
20572,2012,201201,14/01/12,BINNENSINGEL,17292,0
20575,2012,201201,14/01/12,JAN_VAN_RIJSWIJCKLAAN,3604,0
20578,2012,201201,15/01/12,ELISABETHLAAN,5800,0
20581,2012,201201,15/01/12,NOORDERSINGEL,14594,4
20584,2012,201201,15/01/12,BINNENSINGEL,14091,0
20587,2012,201201,15/01/12,COCKERILLKAAI,3787,7
20590,2012,201201,15/01/12,SINT-MICHIELSKAAI,5846,12
20593,2012,201201,15/01/12,NOORDERSINGEL_(2140),9373,0
20596,2012,201201,15/01/12,GROTESTEENWEG,7740,0
20599,2012,201201,15/01/12,ELISABETHLAAN,5399,0
20602,2012,201201,15/01/12,BINNENSINGEL,16252,7
20605,2012,201201,15/01/12,JAN_VAN_RIJSWIJCKLAAN,2624,0
20608,2012,201201,16/01/12,COCKERILLKAAI,1568,1
20611,2012,201201,16/01/12,SINT-MICHIELSKAAI,1665,2
20614,2012,201201,16/01/12,JAN_VAN_RIJSWIJCKLAAN,628,0
20617,2012,201201,16/01/12,BINNENSINGEL,9197,3
20620,2012,201201,16/01/12,NOORDERSINGEL,6779,1
20623,2012,201201,16/01/12,NOORDERSINGEL_(2140),6048,0
20626,2012,201201,16/01/12,GROTESTEENWEG,2410,2
20629,2012,201201,16/01/12,ELISABETHLAAN,4665,0
20632,2012,201201,16/01/12,BINNENSINGEL,9572,0
20635,2012,201201,16/01/12,ELISABETHLAAN,4117,0
20638,2012,201201,17/01/12,NOORDERSINGEL,16886,0
20641,2012,201201,17/01/12,SINT-MICHIELSKAAI,7765,4
20644,2012,201201,17/01/12,COCKERILLKAAI,5815,10
20647,2012,201201,17/01/12,BINNENSINGEL,21932,21
20650,2012,201201,17/01/12,ELISABETHLAAN,8406,0
20653,2012,201201,17/01/12,JAN_VAN_RIJSWIJCKLAAN,4417,0
20656,2012,201201,17/01/12,GROTESTEENWEG,2301,0
20659,2012,201201,17/01/12,NOORDERSINGEL_(2140),15799,0
20662,2012,201201,17/01/12,BINNENSINGEL,12108,0
20665,2012,201201,17/01/12,ELISABETHLAAN,9600,0
20668,2012,201201,18/01/12,COCKERILLKAAI,5758,3
20671,2012,201201,18/01/12,BINNENSINGEL,12239,0
20674,2012,201201,18/01/12,BINNENSINGEL,22400,16
20677,2012,201201,18/01/12,ELISABETHLAAN,10051,0
20680,2012,201201,18/01/12,ELISABETHLAAN,8976,0
20683,2012,201201,18/01/12,NOORDERSINGEL,13114,0
20686,2012,201201,18/01/12,SINT-MICHIELSKAAI,7698,5
20689,2012,201201,18/01/12,JAN_VAN_RIJSWIJCKLAAN,3844,0
20692,2012,201201,18/01/12,NOORDERSINGEL_(2140),16194,0
20695,2012,201201,19/01/12,BINNENSINGEL,13453,0
20698,2012,201201,19/01/12,JAN_VAN_RIJSWIJCKLAAN,3552,0
20701,2012,201201,19/01/12,ELISABETHLAAN,9265,0
20704,2012,201201,19/01/12,COCKERILLKAAI,6163,4
20707,2012,201201,19/01/12,SINT-MICHIELSKAAI,8345,3
20710,2012,201201,19/01/12,NOORDERSINGEL_(2140),16300,0
20713,2012,201201,19/01/12,BINNENSINGEL,22478,21
20716,2012,201201,19/01/12,ELISABETHLAAN,10200,0
20719,2012,201201,19/01/12,NOORDERSINGEL,12766,0
20722,2012,201201,20/01/12,BINNENSINGEL,23243,13
20725,2012,201201,20/01/12,NOORDERSINGEL,13482,0
20728,2012,201201,20/01/12,COCKERILLKAAI,6982,6
20731,2012,201201,20/01/12,BINNENSINGEL,13098,0
20734,2012,201201,20/01/12,SINT-MICHIELSKAAI,8841,6
20737,2012,201201,20/01/12,ELISABETHLAAN,11388,0
20740,2012,201201,20/01/12,NOORDERSINGEL_(2140),16706,0
20743,2012,201201,20/01/12,ELISABETHLAAN,9165,0
20746,2012,201201,20/01/12,JAN_VAN_RIJSWIJCKLAAN,3965,0
20749,2012,201201,21/01/12,BINNENSINGEL,8721,0
20752,2012,201201,21/01/12,NOORDERSINGEL,10119,0
20755,2012,201201,21/01/12,BINNENSINGEL,14535,8
20758,2012,201201,21/01/12,ELISABETHLAAN,8838,0
20761,2012,201201,21/01/12,ELISABETHLAAN,6556,0
20764,2012,201201,21/01/12,COCKERILLKAAI,5524,4
20767,2012,201201,21/01/12,SINT-MICHIELSKAAI,7414,6
20770,2012,201201,21/01/12,JAN_VAN_RIJSWIJCKLAAN,3741,0
20773,2012,201201,21/01/12,NOORDERSINGEL_(2140),12436,0
20776,2012,201201,22/01/12,BINNENSINGEL,12455,7
20779,2012,201201,22/01/12,ELISABETHLAAN,5463,0
20782,2012,201201,22/01/12,BINNENSINGEL,6929,0
20785,2012,201201,22/01/12,JAN_VAN_RIJSWIJCKLAAN,2649,0
20788,2012,201201,22/01/12,SINT-MICHIELSKAAI,5956,7
20791,2012,201201,22/01/12,COCKERILLKAAI,4026,6
20794,2012,201201,22/01/12,NOORDERSINGEL_(2140),9461,0
20797,2012,201201,22/01/12,ELISABETHLAAN,6609,0
20800,2012,201201,22/01/12,NOORDERSINGEL,7832,0
20803,2012,201201,23/01/12,BINNENSINGEL,15045,1
20806,2012,201201,23/01/12,ELISABETHLAAN,2924,0
20809,2012,201201,23/01/12,COCKERILLKAAI,1496,1
20812,2012,201201,23/01/12,JAN_VAN_RIJSWIJCKLAAN,647,0
20815,2012,201201,23/01/12,ELISABETHLAAN,2399,0
20818,2012,201201,23/01/12,NOORDERSINGEL_(2140),5610,0
20821,2012,201201,23/01/12,NOORDERSINGEL,3283,0
20824,2012,201201,23/01/12,BINNENSINGEL,12262,0
20827,2012,201201,23/01/12,SINT-MICHIELSKAAI,1552,0
20830,2012,201201,24/01/12,JAN_VAN_RIJSWIJCKLAAN,3553,0
20833,2012,201201,24/01/12,BINNENSINGEL,25859,15
20836,2012,201201,24/01/12,ELISABETHLAAN,10093,0
20839,2012,201201,24/01/12,NOORDERSINGEL,12679,0
20842,2012,201201,24/01/12,BINNENSINGEL,25284,0
20845,2012,201201,24/01/12,SINT-MICHIELSKAAI,7860,5
20848,2012,201201,24/01/12,ELISABETHLAAN,8966,0
20851,2012,201201,24/01/12,NOORDERSINGEL_(2140),15663,0
20854,2012,201201,24/01/12,COCKERILLKAAI,5676,3
20857,2012,201201,25/01/12,BINNENSINGEL,25380,0
20860,2012,201201,25/01/12,NOORDERSINGEL_(2140),15415,0
20863,2012,201201,25/01/12,COCKERILLKAAI,5623,2
20866,2012,201201,25/01/12,SINT-MICHIELSKAAI,8097,4
20869,2012,201201,25/01/12,JAN_VAN_RIJSWIJCKLAAN,3541,0
20872,2012,201201,25/01/12,BINNENSINGEL,27075,12
20875,2012,201201,25/01/12,ELISABETHLAAN,10307,0
20878,2012,201201,25/01/12,NOORDERSINGEL,12559,0
20881,2012,201201,25/01/12,ELISABETHLAAN,9239,0
20884,2012,201201,26/01/12,SINT-MICHIELSKAAI,8671,8
20887,2012,201201,26/01/12,ELISABETHLAAN,9280,0
20890,2012,201201,26/01/12,JAN_VAN_RIJSWIJCKLAAN,4014,0
20893,2012,201201,26/01/12,NOORDERSINGEL,13375,0
20896,2012,201201,26/01/12,NOORDERSINGEL_(2140),17515,0
20899,2012,201201,26/01/12,COCKERILLKAAI,6079,11
20902,2012,201201,26/01/12,ELISABETHLAAN,10502,0
20905,2012,201201,26/01/12,BINNENSINGEL,28728,14
20908,2012,201201,26/01/12,BINNENSINGEL,29698,0
20911,2012,201201,27/01/12,BINNENSINGEL,7135,18
20914,2012,201201,27/01/12,NOORDERSINGEL_(2140),16268,0
20917,2012,201201,27/01/12,ELISABETHLAAN,9217,0
20920,2012,201201,27/01/12,JAN_VAN_RIJSWIJCKLAAN,3966,0
20923,2012,201201,27/01/12,SINT-MICHIELSKAAI,9177,8
20926,2012,201201,27/01/12,NOORDERSINGEL,13704,0
20929,2012,201201,27/01/12,BINNENSINGEL,26201,0
20932,2012,201201,27/01/12,ELISABETHLAAN,10614,0
20935,2012,201201,27/01/12,COCKERILLKAAI,6691,6
20938,2012,201201,28/01/12,BINNENSINGEL,1700,10
20941,2012,201201,28/01/12,BINNENSINGEL,18433,0
20944,2012,201201,28/01/12,COCKERILLKAAI,5995,3
20947,2012,201201,28/01/12,NOORDERSINGEL_(2140),12656,0
20950,2012,201201,28/01/12,NOORDERSINGEL,10536,0
20953,2012,201201,28/01/12,ELISABETHLAAN,6883,0
20956,2012,201201,28/01/12,SINT-MICHIELSKAAI,7585,1
20959,2012,201201,28/01/12,ELISABETHLAAN,7732,0
20962,2012,201201,28/01/12,JAN_VAN_RIJSWIJCKLAAN,4415,0
20965,2012,201201,29/01/12,COCKERILLKAAI,3977,2
20968,2012,201201,29/01/12,BINNENSINGEL,15099,0
20971,2012,201201,29/01/12,NOORDERSINGEL_(2140),9848,0
20974,2012,201201,29/01/12,ELISABETHLAAN,6188,0
20977,2012,201201,29/01/12,JAN_VAN_RIJSWIJCKLAAN,2723,0
20980,2012,201201,29/01/12,SINT-MICHIELSKAAI,6220,2
20983,2012,201201,29/01/12,NOORDERSINGEL,8013,0
20986,2012,201201,29/01/12,ELISABETHLAAN,5612,0
20989,2012,201201,29/01/12,BINNENSINGEL,1410,7
20992,2012,201201,30/01/12,SINT-MICHIELSKAAI,1273,0
20995,2012,201201,30/01/12,COCKERILLKAAI,1287,0
20998,2012,201201,30/01/12,JAN_VAN_RIJSWIJCKLAAN,531,0
21001,2012,201201,30/01/12,BINNENSINGEL,7016,0
21004,2012,201201,30/01/12,BINNENSINGEL,503,2
21007,2012,201201,30/01/12,NOORDERSINGEL,2996,0
21010,2012,201201,30/01/12,ELISABETHLAAN,2386,0
21013,2012,201201,30/01/12,NOORDERSINGEL_(2140),5185,0
21016,2012,201201,30/01/12,ELISABETHLAAN,2069,0
21019,2012,201201,31/01/12,JAN_VAN_RIJSWIJCKLAAN,3659,0
21022,2012,201201,31/01/12,SINT-MICHIELSKAAI,8160,10
21025,2012,201201,31/01/12,ELISABETHLAAN,10087,0
21028,2012,201201,31/01/12,NOORDERSINGEL,12430,0
21031,2012,201201,31/01/12,BINNENSINGEL,28592,0
21034,2012,201201,31/01/12,COCKERILLKAAI,5691,6
21037,2012,201201,31/01/12,NOORDERSINGEL_(2140),17350,0
21040,2012,201201,31/01/12,BINNENSINGEL,4429,1
21043,2012,201201,31/01/12,ELISABETHLAAN,8836,0
21046,2012,201202,1/02/2012,ELISABETHLAAN,9199,0
21049,2012,201202,1/02/2012,JAN_VAN_RIJSWIJCKLAAN,3552,0
21052,2012,201202,1/02/2012,BINNENSINGEL,4602,6
21055,2012,201202,1/02/2012,NOORDERSINGEL,13866,0
21058,2012,201202,1/02/2012,COCKERILLKAAI,5856,20
21061,2012,201202,1/02/2012,ELISABETHLAAN,10577,0
21064,2012,201202,1/02/2012,BINNENSINGEL,26900,0
21067,2012,201202,1/02/2012,SINT-MICHIELSKAAI,7985,13
21070,2012,201202,1/02/2012,NOORDERSINGEL_(2140),16164,0
21073,2012,201202,2/02/2012,ELISABETHLAAN,9324,0
21076,2012,201202,2/02/2012,SINT-MICHIELSKAAI,8375,15
21079,2012,201202,2/02/2012,COCKERILLKAAI,5992,11
21082,2012,201202,2/02/2012,NOORDERSINGEL,12621,0
21085,2012,201202,2/02/2012,JAN_VAN_RIJSWIJCKLAAN,3426,0
21088,2012,201202,2/02/2012,NOORDERSINGEL_(2140),16145,0
21091,2012,201202,2/02/2012,BINNENSINGEL,4239,2
21094,2012,201202,2/02/2012,ELISABETHLAAN,11113,0
21097,2012,201202,2/02/2012,BINNENSINGEL,26259,0
21100,2012,201202,3/02/2012,NOORDERSINGEL_(2140),14541,0
21103,2012,201202,3/02/2012,BINNENSINGEL,3969,3
21106,2012,201202,3/02/2012,ELISABETHLAAN,9071,0
21109,2012,201202,3/02/2012,NOORDERSINGEL,11688,0
21112,2012,201202,3/02/2012,SINT-MICHIELSKAAI,7754,5
21115,2012,201202,3/02/2012,ELISABETHLAAN,8826,0
21118,2012,201202,3/02/2012,BINNENSINGEL,23361,0
21121,2012,201202,3/02/2012,JAN_VAN_RIJSWIJCKLAAN,3075,0
21124,2012,201202,3/02/2012,COCKERILLKAAI,5289,6
21127,2012,201202,4/02/2012,BINNENSINGEL,2564,1
21130,2012,201202,4/02/2012,NOORDERSINGEL,8397,0
21133,2012,201202,4/02/2012,BINNENSINGEL,14436,0
21136,2012,201202,4/02/2012,NOORDERSINGEL_(2140),9472,0
21139,2012,201202,4/02/2012,COCKERILLKAAI,3860,6
21142,2012,201202,4/02/2012,ELISABETHLAAN,5538,0
21145,2012,201202,4/02/2012,SINT-MICHIELSKAAI,4983,8
21148,2012,201202,4/02/2012,ELISABETHLAAN,6241,0
21151,2012,201202,4/02/2012,JAN_VAN_RIJSWIJCKLAAN,2480,0
21154,2012,201202,5/02/2012,BINNENSINGEL,13146,0
21157,2012,201202,5/02/2012,BINNENSINGEL,2403,0
21160,2012,201202,5/02/2012,NOORDERSINGEL_(2140),8666,0
21163,2012,201202,5/02/2012,SINT-MICHIELSKAAI,5024,9
21166,2012,201202,5/02/2012,NOORDERSINGEL,7273,0
21169,2012,201202,5/02/2012,JAN_VAN_RIJSWIJCKLAAN,2034,0
21172,2012,201202,5/02/2012,ELISABETHLAAN,5034,0
21175,2012,201202,5/02/2012,COCKERILLKAAI,3315,8
21178,2012,201202,5/02/2012,ELISABETHLAAN,5414,0
21181,2012,201202,6/02/2012,COCKERILLKAAI,1651,2
21184,2012,201202,6/02/2012,BINNENSINGEL,1348,2
21187,2012,201202,6/02/2012,ELISABETHLAAN,2942,0
21190,2012,201202,6/02/2012,BINNENSINGEL,8753,0
21193,2012,201202,6/02/2012,SINT-MICHIELSKAAI,1627,1
21196,2012,201202,6/02/2012,NOORDERSINGEL_(2140),5692,0
21199,2012,201202,6/02/2012,JAN_VAN_RIJSWIJCKLAAN,735,0
21202,2012,201202,6/02/2012,NOORDERSINGEL,3503,0
21205,2012,201202,6/02/2012,ELISABETHLAAN,2475,0
21208,2012,201202,7/02/2012,ELISABETHLAAN,9790,0
21211,2012,201202,7/02/2012,NOORDERSINGEL_(2140),16217,0
21214,2012,201202,7/02/2012,ELISABETHLAAN,8611,0
21217,2012,201202,7/02/2012,JAN_VAN_RIJSWIJCKLAAN,3382,0
21220,2012,201202,7/02/2012,BINNENSINGEL,27400,0
21223,2012,201202,7/02/2012,SINT-MICHIELSKAAI,442,0
21226,2012,201202,7/02/2012,BINNENSINGEL,9780,11
21229,2012,201202,7/02/2012,COCKERILLKAAI,5525,13
21232,2012,201202,7/02/2012,NOORDERSINGEL,12527,0
21235,2012,201202,8/02/2012,COCKERILLKAAI,5447,7
21238,2012,201202,8/02/2012,ELISABETHLAAN,9860,0
21241,2012,201202,8/02/2012,BINNENSINGEL,24089,0
21244,2012,201202,8/02/2012,BINNENSINGEL,9796,16
21247,2012,201202,8/02/2012,NOORDERSINGEL,12110,0
21250,2012,201202,8/02/2012,NOORDERSINGEL_(2140),14778,0
21253,2012,201202,8/02/2012,JAN_VAN_RIJSWIJCKLAAN,3150,0
21256,2012,201202,8/02/2012,ELISABETHLAAN,8643,0
21259,2012,201202,9/02/2012,ELISABETHLAAN,10070,0
21262,2012,201202,9/02/2012,NOORDERSINGEL,12262,0
21265,2012,201202,9/02/2012,BINNENSINGEL,10211,9
21268,2012,201202,9/02/2012,BINNENSINGEL,24369,0
21271,2012,201202,9/02/2012,JAN_VAN_RIJSWIJCKLAAN,3212,0
21274,2012,201202,9/02/2012,NOORDERSINGEL_(2140),15249,0
21277,2012,201202,9/02/2012,COCKERILLKAAI,5809,4
21280,2012,201202,9/02/2012,ELISABETHLAAN,8879,0
21283,2012,201202,10/02/2012,JAN_VAN_RIJSWIJCKLAAN,3422,0
21286,2012,201202,10/02/2012,ELISABETHLAAN,10169,0
21289,2012,201202,10/02/2012,ELISABETHLAAN,8844,0
21292,2012,201202,10/02/2012,COCKERILLKAAI,6290,16
21295,2012,201202,10/02/2012,BINNENSINGEL,25876,0
21298,2012,201202,10/02/2012,NOORDERSINGEL_(2140),16332,0
21301,2012,201202,10/02/2012,BINNENSINGEL,10690,25
21304,2012,201202,10/02/2012,NOORDERSINGEL,13647,0
21307,2012,201202,11/02/2012,ELISABETHLAAN,6506,0
21310,2012,201202,11/02/2012,COCKERILLKAAI,5681,7
21313,2012,201202,11/02/2012,BINNENSINGEL,7372,6
21316,2012,201202,11/02/2012,ELISABETHLAAN,7287,0
21319,2012,201202,11/02/2012,NOORDERSINGEL,10344,0
21322,2012,201202,11/02/2012,BINNENSINGEL,17421,0
21325,2012,201202,11/02/2012,NOORDERSINGEL_(2140),12100,0
21328,2012,201202,11/02/2012,JAN_VAN_RIJSWIJCKLAAN,3790,0
21331,2012,201202,12/02/2012,BINNENSINGEL,5693,2
21334,2012,201202,12/02/2012,ELISABETHLAAN,5719,0
21337,2012,201202,12/02/2012,NOORDERSINGEL,7693,0
21340,2012,201202,12/02/2012,JAN_VAN_RIJSWIJCKLAAN,2430,0
21343,2012,201202,12/02/2012,NOORDERSINGEL_(2140),9285,0
21346,2012,201202,12/02/2012,COCKERILLKAAI,3826,9
21349,2012,201202,12/02/2012,BINNENSINGEL,14210,0
21352,2012,201202,12/02/2012,ELISABETHLAAN,5360,0
21355,2012,201202,13/02/12,SINT-MICHIELSKAAI,6078,4
21358,2012,201202,13/02/12,NOORDERSINGEL,2671,0
21361,2012,201202,13/02/12,ELISABETHLAAN,1977,0
21364,2012,201202,13/02/12,ELISABETHLAAN,2215,0
21367,2012,201202,13/02/12,COCKERILLKAAI,1058,0
21370,2012,201202,13/02/12,NOORDERSINGEL_(2140),5048,0
21373,2012,201202,13/02/12,BINNENSINGEL,7752,0
21376,2012,201202,13/02/12,JAN_VAN_RIJSWIJCKLAAN,465,0
21379,2012,201202,13/02/12,BINNENSINGEL,2255,0
21382,2012,201202,14/02/12,SINT-MICHIELSKAAI,8111,6
21385,2012,201202,14/02/12,BINNENSINGEL,9908,15
21388,2012,201202,14/02/12,NOORDERSINGEL,11926,0
21391,2012,201202,14/02/12,ELISABETHLAAN,10144,0
21394,2012,201202,14/02/12,COCKERILLKAAI,5905,6
21397,2012,201202,14/02/12,ELISABETHLAAN,9068,0
